,Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
88605,2021,LA,Louisiana,Natchitoches,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,15.1,,,13.0,17.3,37026,22069,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-93.0825461 31.7325086)
88606,2021,LA,Louisiana,Tensas,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,11.7,,,9.5,14.3,4043,22107,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-91.342576 32.0014894)
88611,2021,LA,Louisiana,Caddo,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,27.5,,,24.1,31.0,233092,22017,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-93.8849698 32.5801062)
88612,2020,LA,Louisiana,Assumption,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,51.9,,,48.6,55.2,20689,22007,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-91.0652194 29.9032998)
88615,2020,LA,Louisiana,Lafourche,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,75.1,,,70.9,78.8,97504,22057,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-90.394849 29.4919925)
88618,2021,LA,Louisiana,Richland,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,11.2,,,9.8,12.8,19805,22083,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-91.7483534 32.413158)
88620,2021,LA,Louisiana,Lafayette,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.8,,,8.6,11.1,244205,22055,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-92.06417 30.2065065)
88629,2021,LA,Louisiana,Madison,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,80.1,,,75.5,84.3,9799,22065,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-91.2319321 32.3468782)
88630,2021,LA,Louisiana,Ouachita,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,10.6,,,9.1,12.2,158768,22073,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-92.1515814 32.480932)
88633,2020,LA,Louisiana,St. Tammany,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,84.0,,,81.5,86.1,269388,22103,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-89.9519622 30.4100224)
88637,2021,LA,Louisiana,Pointe Coupee,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,18.1,,,15.7,20.5,20356,22077,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-91.6046207 30.708319)
88638,2021,LA,Louisiana,St. Martin,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,23.1,,,18.9,27.4,51540,22099,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-91.6114814 30.1214329)
88650,2020,LA,Louisiana,St. Charles,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,61.4,,,57.9,64.8,52282,22089,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-90.3578553 29.9057222)
88657,2021,LA,Louisiana,Ouachita,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,18.0,,,15.4,20.7,158768,22073,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-92.1515814 32.480932)
88659,2021,LA,Louisiana,West Carroll,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,27.0,,,22.4,31.9,9594,22123,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-91.4519982 32.7924797)
88662,2021,LA,Louisiana,Winn,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,78.2,,,73.4,82.9,13488,22127,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-92.6412694 31.9411871)
88666,2021,LA,Louisiana,Webster,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,38.3,,,32.5,43.7,36184,22119,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-93.3398245 32.7321522)
88667,2021,LA,Louisiana,Catahoula,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,6.6,,,5.7,7.5,8805,22025,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-91.846703 31.666517)
88669,2021,LA,Louisiana,Claiborne,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,12.6,,,10.8,14.6,14038,22027,HLTHOUT,COPD,CrdPrv,COPD,POINT (-92.9897278 32.8271597)
88670,2020,LA,Louisiana,Union,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,81.3,,,79.0,83.5,21091,22111,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-92.3756501 32.8293486)
88671,2021,LA,Louisiana,St. John the Baptist,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.7,,,3.4,4.1,42094,22095,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-90.4909596 30.1440682)
88675,2020,LA,Louisiana,Cameron,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,81.4,,,78.7,84.0,5080,22023,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-93.1649478 29.871812)
88677,2020,LA,Louisiana,Vernon,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,37.1,,,35.8,38.5,48027,22115,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-93.18833 31.1028407)
88678,2021,LA,Louisiana,West Feliciana,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,43.4,,,38.1,48.5,15494,22125,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-91.421776 30.8733639)
88680,2021,LA,Louisiana,De Soto,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,11.0,,,9.7,12.7,26919,22031,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-93.7407968 32.0592476)
88688,2021,LA,Louisiana,Beauregard,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.2,,,6.4,8.0,36584,22011,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-93.3402526 30.6450184)
88691,2021,LA,Louisiana,Franklin,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,43.8,,,35.4,52.5,19668,22041,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-91.6723711 32.1390764)
88692,2020,LA,Louisiana,St. Helena,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,39.1,,,37.7,40.4,10912,22091,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-90.7083074 30.8225386)
88695,2021,LA,Louisiana,Morehouse,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,41.9,,,34.1,50.0,25025,22067,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-91.8003988 32.8200082)
88697,2021,LA,Louisiana,Plaquemines,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,36.9,,,32.3,41.4,23303,22075,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-89.5760676 29.282447)
88706,2021,LA,Louisiana,Terrebonne,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,9.0,,,7.5,10.6,108708,22109,HLTHOUT,COPD,CrdPrv,COPD,POINT (-90.8436739 29.3341299)
88710,2021,LA,Louisiana,East Baton Rouge,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,5.7,,,5.0,6.5,453301,22033,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-91.093131 30.5439297)
88713,2020,LA,Louisiana,Jefferson Davis,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,73.3,,,69.1,77.3,32345,22053,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-92.8162205 30.2695293)
88714,2020,LA,Louisiana,Ascension,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,42.7,,,36.4,49.2,128369,22005,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-90.9125023 30.2064437)
88716,2021,LA,Louisiana,Orleans,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,13.6,,,11.8,15.4,376971,22071,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-89.9345018 30.0534195)
88717,2021,LA,Louisiana,Pointe Coupee,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,12.6,,,10.7,14.6,20356,22077,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-91.6046207 30.708319)
88718,2021,LA,Louisiana,Jefferson Davis,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,6.5,,,5.6,7.5,32345,22053,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-92.8162205 30.2695293)
88721,2021,LA,Louisiana,West Carroll,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,11.4,,,9.5,13.5,9594,22123,HLTHOUT,COPD,CrdPrv,COPD,POINT (-91.4519982 32.7924797)
88729,2021,LA,Louisiana,Allen,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,11.9,,,9.4,14.8,22687,22003,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-92.8196052 30.6527435)
88731,2021,LA,Louisiana,Vernon,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,29.5,,,24.3,34.6,48027,22115,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-93.18833 31.1028407)
88733,2021,LA,Louisiana,Bossier,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,9.2,,,7.3,11.5,129144,22015,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-93.6265609 32.6984813)
88735,2021,LA,Louisiana,Vermilion,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,18.5,,,16.0,21.0,57204,22113,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-92.2915678 29.7897222)
88742,2020,LA,Louisiana,Orleans,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,15.4,,,11.0,20.7,376971,22071,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-89.9345018 30.0534195)
88743,2021,LA,Louisiana,Iberville,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,14.8,,,12.7,17.0,29824,22047,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-91.3658718 30.2706526)
88747,2020,LA,Louisiana,Cameron,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,43.3,,,34.8,53.1,5080,22023,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-93.1649478 29.871812)
88751,2021,LA,Louisiana,Sabine,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.6,,,9.2,12.1,22135,22085,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-93.5595793 31.5604024)
88753,2021,LA,Louisiana,Ouachita,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,37.0,,,32.8,41.2,158768,22073,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-92.1515814 32.480932)
88765,2021,LA,Louisiana,Natchitoches,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,19.6,,,17.0,22.5,37026,22069,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-93.0825461 31.7325086)
88768,2021,LA,Louisiana,Winn,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,23.9,,,19.9,28.5,13488,22127,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-92.6412694 31.9411871)
88770,2021,LA,Louisiana,East Feliciana,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,15.0,,,12.8,17.0,19338,22037,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-91.0434338 30.8397837)
88773,2021,LA,Louisiana,Sabine,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,45.3,,,40.5,50.1,22135,22085,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-93.5595793 31.5604024)
88774,2020,LA,Louisiana,Sabine,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,73.2,,,69.7,76.6,22135,22085,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-93.5595793 31.5604024)
88782,2021,LA,Louisiana,Tangipahoa,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.8,,,6.1,7.5,135217,22105,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-90.4064899 30.6213483)
88786,2021,LA,Louisiana,Franklin,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,28.0,,,23.2,33.0,19668,22041,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-91.6723711 32.1390764)
88790,2020,LA,Louisiana,St. Mary,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,68.5,,,66.2,71.0,48232,22101,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-91.4638037 29.6293488)
88793,2021,LA,Louisiana,East Baton Rouge,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,8.4,,,6.6,10.5,453301,22033,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-91.093131 30.5439297)
88795,2021,LA,Louisiana,West Baton Rouge,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,32.3,,,27.9,37.0,27792,22121,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-91.309808 30.4640516)
88797,2021,LA,Louisiana,Caddo,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,6.1,,,5.4,7.0,233092,22017,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-93.8849698 32.5801062)
88803,2020,LA,Louisiana,Acadia,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,72.5,,,68.2,76.8,57288,22001,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-92.4110366 30.291497)
88806,2021,LA,Louisiana,Iberia,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,15.5,,,12.6,18.7,68975,22045,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-91.8427057 29.6060126)
88809,2020,LA,Louisiana,Union,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,16.4,,,12.1,21.0,21091,22111,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-92.3756501 32.8293486)
88811,2021,LA,Louisiana,Livingston,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,8.2,,,6.9,9.7,145830,22063,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-90.7274738 30.4404194)
88812,2021,LA,Louisiana,East Carroll,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,35.5,,,30.0,41.1,7220,22035,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-91.2341409 32.7301699)
88820,2021,LA,Louisiana,Caddo,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,4.1,,,3.7,4.5,233092,22017,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-93.8849698 32.5801062)
88821,2020,LA,Louisiana,Tangipahoa,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,46.3,,,38.7,53.7,135217,22105,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-90.4064899 30.6213483)
88824,2021,LA,Louisiana,West Carroll,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,11.8,,,10.1,13.6,9594,22123,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-91.4519982 32.7924797)
88826,2021,LA,Louisiana,Iberville,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,37.8,,,33.2,42.6,29824,22047,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-91.3658718 30.2706526)
88828,2021,LA,Louisiana,LaSalle,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,33.6,,,28.8,38.8,14834,22059,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-92.1615956 31.6800826)
88840,2021,LA,Louisiana,West Baton Rouge,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,78.1,,,74.9,81.1,27792,22121,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-91.309808 30.4640516)
88845,2021,LA,Louisiana,Red River,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,19.8,,,17.0,22.4,7564,22081,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-93.3490504 32.1012125)
88847,2021,LA,Louisiana,Catahoula,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,12.8,,,9.8,15.9,8805,22025,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-91.846703 31.666517)
88849,2021,LA,Louisiana,Allen,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,26.0,,,21.9,30.7,22687,22003,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-92.8196052 30.6527435)
88851,2021,LA,Louisiana,Bossier,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,10.1,,,8.8,11.5,129144,22015,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-93.6265609 32.6984813)
88853,2021,LA,Louisiana,St. Helena,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,48.7,,,43.8,53.5,10912,22091,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-90.7083074 30.8225386)
88862,2021,LA,Louisiana,Richland,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,26.9,,,22.4,31.8,19805,22083,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-91.7483534 32.413158)
88873,2020,LA,Louisiana,Caldwell,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,17.5,,,12.7,22.6,9571,22021,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-92.1142311 32.1012195)
88882,2020,LA,Louisiana,East Baton Rouge,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,59.9,,,56.8,62.9,453301,22033,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-91.093131 30.5439297)
88883,2021,LA,Louisiana,Livingston,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,19.3,,,15.3,23.5,145830,22063,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-90.7274738 30.4404194)
88887,2021,LA,Louisiana,Washington,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,17.2,,,14.9,19.5,45133,22117,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-90.0462534 30.8521435)
88888,2021,LA,Louisiana,Jefferson Davis,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,18.3,,,15.7,21.5,32345,22053,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-92.8162205 30.2695293)
88905,2021,LA,Louisiana,Washington,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,11.9,,,9.4,14.6,45133,22117,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-90.0462534 30.8521435)
88909,2021,LA,Louisiana,Avoyelles,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,13.2,,,10.5,16.4,39236,22009,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-91.9832748 31.088503)
88912,2021,LA,Louisiana,St. Landry,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,40.8,,,36.4,45.3,82071,22097,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-91.9892745 30.5834409)
88913,2021,LA,Louisiana,Winn,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,11.6,,,9.3,14.3,13488,22127,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-92.6412694 31.9411871)
88914,2021,LA,Louisiana,East Feliciana,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,43.8,,,39.1,48.2,19338,22037,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-91.0434338 30.8397837)
88916,2021,LA,Louisiana,Plaquemines,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,36.0,,,31.1,40.7,23303,22075,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-89.5760676 29.282447)
88921,2021,LA,Louisiana,Acadia,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,11.6,,,9.0,14.6,57288,22001,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-92.4110366 30.291497)
88935,2021,LA,Louisiana,Lafayette,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,4.1,,,3.5,4.8,244205,22055,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-92.06417 30.2065065)
88936,2020,LA,Louisiana,Plaquemines,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,13.8,,,10.3,17.9,23303,22075,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-89.5760676 29.282447)
88942,2021,LA,Louisiana,East Feliciana,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,4.5,,,3.9,5.1,19338,22037,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-91.0434338 30.8397837)
88948,2021,LA,Louisiana,Caldwell,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,80.8,,,77.4,84.0,9571,22021,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-92.1142311 32.1012195)
88956,2020,LA,Louisiana,Orleans,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,30.2,,,24.9,35.8,376971,22071,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-89.9345018 30.0534195)
88958,2021,LA,Louisiana,St. Bernard,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,6.5,,,5.7,7.4,44258,22087,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-89.2634941 29.9181102)
88961,2021,LA,Louisiana,Beauregard,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,19.4,,,15.8,23.3,36584,22011,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-93.3402526 30.6450184)
88971,2021,LA,Louisiana,Concordia,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,80.9,,,78.1,83.5,18376,22029,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-91.626315 31.4698053)
88972,2021,LA,Louisiana,Rapides,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,10.1,,,8.0,12.6,128654,22079,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-92.5359531 31.1932037)
88976,2021,LA,Louisiana,De Soto,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,19.6,,,17.0,22.6,26919,22031,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-93.7407968 32.0592476)
88977,2021,LA,Louisiana,Terrebonne,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,83.7,,,80.5,86.6,108708,22109,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-90.8436739 29.3341299)
88979,2021,LA,Louisiana,Plaquemines,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.1,,,8.8,11.5,23303,22075,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-89.5760676 29.282447)
88980,2021,LA,Louisiana,Richland,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,41.2,,,36.5,45.7,19805,22083,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-91.7483534 32.413158)
88984,2021,LA,Louisiana,Catahoula,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,25.7,,,21.3,30.1,8805,22025,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-91.846703 31.666517)
88989,2021,LA,Louisiana,Avoyelles,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,25.7,,,22.0,29.2,39236,22009,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-91.9832748 31.088503)
88991,2021,LA,Louisiana,Madison,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,45.8,,,37.0,54.9,9799,22065,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-91.2319321 32.3468782)
